obstime,tempr,ap,ws,wd,rh
01/16/2016 15:00:00,-0.04,970.94,3.9,146.15,67.27
01/16/2016 16:00:00,0.34,970.87,8.35,66.82,65.25
01/16/2016 17:00:00,-0.18,971.23,7.88,60.57,70.83
01/16/2016 18:00:00,-0.49,971.78,5.18,53.68,72.2
01/16/2016 19:00:00,-0.72,972.31,2.83,108.07,74.85
01/16/2016 20:00:00,-1.07,972.72,1.51,211.97,75.1
01/16/2016 21:00:00,-1.04,973.14,1.57,169.08,65.95
01/16/2016 22:00:00,-0.89,973.61,2.77,132.27,61.74
01/16/2016 23:00:00,-0.18,974.11,7.33,73.25,54.9
01/17/2016 00:00:00,-0.1,974.6,10.73,79.54,51.34
01/17/2016 01:00:00,0.48,974.95,11.99,73.85,50.12
01/17/2016 02:00:00,0.69,975.34,12.49,61.07,53.08
01/17/2016 03:00:00,1.14,975.86,11.14,58.95,55.17
01/17/2016 04:00:00,1.46,976.42,12.32,56.35,54.24
01/17/2016 05:00:00,1.47,977.17,10.15,52.42,53.3
01/17/2016 06:00:00,1.76,977.84,6.79,118.45,56.12
01/17/2016 07:00:00,1.96,978.47,5.11,188.37,59.02
01/17/2016 09:00:00,1.95,979.42,3.77,154.28,56.04
01/17/2016 12:00:00,1.41,980.81,3.84,222,59.59
01/17/2016 13:00:00,1.59,981.05,2.56,219.95,58.83
01/17/2016 14:00:00,1.48,981.42,2.48,216.4,59.51
01/17/2016 15:00:00,1.04,981.71,2.51,242.97,63.91
01/17/2016 16:00:00,0.97,981.91,1.54,250.12,64.66
01/17/2016 17:00:00,0.64,982.33,2,90.13,66.47
01/17/2016 18:00:00,0.41,982.59,3.3,60.77,70.42
01/17/2016 19:00:00,0.12,982.95,3.37,117.72,73.85
01/17/2016 23:00:00,-1.73,984.31,4.91,81.05,85.7
01/18/2016 00:00:00,-1.49,984.36,8.07,90.46,86.62
01/18/2016 01:00:00,-0.88,984.2,9.45,92.33,80.2
01/18/2016 02:00:00,-0.25,984.04,10.61,63.47,77.44
01/18/2016 03:00:00,0.03,983.69,13.2,57.85,74.39
01/18/2016 04:00:00,0.08,983.64,14.7,55.23,76.84
01/18/2016 05:00:00,0.79,983.44,16.19,53.17,74.38
01/18/2016 06:00:00,-0.01,983.56,13.32,49,79.86
01/18/2016 07:00:00,0.5,983.29,13.84,43.15,73.28
01/18/2016 08:00:00,1.2,982.95,16.91,41.73,67.11
01/18/2016 09:00:00,0.74,982.48,17.36,45.42,69.55
01/18/2016 10:00:00,0.81,982.03,17.93,44.45,73
01/18/2016 11:00:00,0.5,981.59,17.02,46.17,75.14
01/18/2016 12:00:00,0.24,981.37,15.06,50.58,75.29
01/18/2016 13:00:00,-0.64,981.14,18.35,50.95,83.92
01/18/2016 14:00:00,-1.78,980.64,19.35,58.23,91.3
01/18/2016 15:00:00,-1.58,980.08,18.62,57.05,86.43
01/18/2016 16:00:00,-1.58,979.45,16.62,61.02,76.42
01/18/2016 17:00:00,-1.57,979.08,15.94,62.33,72.9
01/18/2016 18:00:00,-1.73,978.88,15.82,64.52,72.32
01/18/2016 19:00:00,-1.79,978.84,16.75,60.83,70.46
01/18/2016 20:00:00,-1.97,978.58,17.43,61.78,75.23
01/18/2016 21:00:00,-2.43,978.43,16.28,73.5,86.01
01/18/2016 22:00:00,-1.73,978.33,15.36,67.82,78.34
01/18/2016 23:00:00,-1.4,978.26,13.62,73.88,70.97
01/19/2016 00:00:00,-1.3,978.31,13.44,77.39,70.08
01/19/2016 01:00:00,-1.29,978.32,14.66,74.25,71.07
01/19/2016 02:00:00,-1.47,978.42,15.23,69.35,83.18
01/19/2016 03:00:00,-0.39,978.86,14.14,57.55,75.69
01/19/2016 04:00:00,-0.33,979.22,14.59,53.25,79.78
01/19/2016 05:00:00,-0.33,979.8,12.58,50.55,85.63
01/19/2016 06:00:00,0.02,980.38,12.44,52.72,86.34
01/19/2016 07:00:00,0.64,980.91,12.32,42.47,77.68
01/19/2016 08:00:00,0.58,981.37,12.99,40.68,77.57
01/19/2016 09:00:00,0.39,981.95,12.27,38.78,78.58
01/19/2016 10:00:00,0.74,982.44,11.88,47.1,76.34
01/19/2016 11:00:00,0.83,982.84,11.7,46.07,75.77
01/19/2016 12:00:00,0.47,983.41,12.29,39.03,77.31
01/19/2016 13:00:00,0.38,983.75,11.29,43.5,77.69
01/19/2016 14:00:00,0.34,983.94,9.96,41.52,79.04
01/19/2016 15:00:00,0.14,983.83,10.96,44.27,79.79
01/19/2016 16:00:00,-0.28,984.28,11.37,54.87,82.47
01/19/2016 17:00:00,-0.47,984.74,11.84,62.15,82.86
01/19/2016 18:00:00,-0.53,985.08,11.09,60.2,82.43
01/19/2016 19:00:00,-0.34,985.27,11.46,65.17,81.39
01/19/2016 20:00:00,-0.21,985.48,11.12,56.92,76.94
01/19/2016 21:00:00,-0.36,985.58,13.3,58.35,64.59
01/19/2016 22:00:00,-0.48,985.48,13.84,59.37,62.4
01/19/2016 23:00:00,-0.76,985.57,13.83,61.41,64.81
01/20/2016 00:00:00,-1.2,985.87,13.4,62.22,75.05
01/20/2016 01:00:00,-1.07,985.7,14.52,68.7,78.14
01/20/2016 02:00:00,-1.27,985.59,14.27,68.48,87.68
01/20/2016 03:00:00,-1.15,985.45,15.49,69.6,89.5
01/20/2016 04:00:00,-0.86,985.42,14.74,62.7,91.31
01/20/2016 05:00:00,-0.18,985.5,15.39,54.23,79.27
01/20/2016 06:00:00,0.06,985.66,15.04,54.75,78.23
01/20/2016 07:00:00,0.38,985.87,12.8,56.32,77.42
01/20/2016 08:00:00,0.49,985.85,11.81,37.27,74.67
01/20/2016 09:00:00,0.44,985.65,11.81,34.7,77.66
01/20/2016 10:00:00,0.21,985.65,9.52,30.03,80.58
01/20/2016 11:00:00,0.27,985.55,6.54,30.87,80.02
01/20/2016 12:00:00,0.5,985.12,5.55,34.7,75.43
01/20/2016 13:00:00,0.49,984.93,3.66,24.82,74.57
01/20/2016 14:00:00,0.26,984.69,2.58,76.75,76.29
01/20/2016 15:00:00,0.25,984.29,2.95,204.73,73.89
01/20/2016 16:00:00,-0.86,984.02,1.64,123.57,67.54
01/20/2016 17:00:00,-2.09,983.86,3.79,125.53,64.58
01/20/2016 18:00:00,-2.58,983.69,6.19,128.52,61.4
01/20/2016 19:00:00,-3.17,983.4,8.7,126.02,58.83
01/20/2016 20:00:00,-3.87,982.94,9.89,128.27,58.27
01/20/2016 21:00:00,-4.19,982.45,10.27,127.67,55.22
01/20/2016 22:00:00,-3.7,981.94,11.18,121.25,48.35
01/20/2016 23:00:00,-3,981.49,9.39,106.38,43.11
01/21/2016 00:00:00,-2.32,980.84,9.4,98.02,40.35
01/21/2016 01:00:00,-2.28,980.28,10.32,94.3,43.51
01/21/2016 02:00:00,-1.56,979.63,9.98,88.03,44.74
01/21/2016 03:00:00,-0.71,979.1,9.16,54.55,43.45
01/21/2016 04:00:00,-0.46,978.66,12.68,48.15,45.13
01/21/2016 05:00:00,-0.32,978.2,11.1,35.73,46.72
01/21/2016 06:00:00,-0.29,977.79,9.12,31.45,47.44
01/21/2016 07:00:00,-0.16,977.39,8.69,30.02,49.25
01/21/2016 08:00:00,0.04,976.8,9.94,30.62,50.52
01/21/2016 09:00:00,0.28,976.22,9.04,29.77,51.05
01/21/2016 10:00:00,0.45,975.84,8.62,29.93,48.74
01/21/2016 11:00:00,0.49,975.41,7.53,27.35,48.93
01/21/2016 12:00:00,0.73,975.1,5.21,54.58,49.19
01/21/2016 13:00:00,0.99,974.6,6.49,94.47,44
01/21/2016 14:00:00,0.9,974.12,4.59,107.1,40.67
01/21/2016 15:00:00,0.28,973.84,5.72,125.63,48
01/21/2016 16:00:00,-0.55,973.61,7.44,106.15,51.5
01/21/2016 17:00:00,-1.53,973.52,10.88,93.45,52.5
01/21/2016 18:00:00,-1.75,973.61,11.43,93.82,52.15
01/21/2016 19:00:00,-2.14,973.52,14.07,92.73,50.92
01/21/2016 20:00:00,-2.33,973.61,15.86,91.08,49.88
01/21/2016 21:00:00,-2.29,973.72,14.76,89.65,50.59
01/21/2016 22:00:00,-1.92,973.9,13.98,90.6,50.17
01/21/2016 23:00:00,-1.81,974.14,12.55,91.1,50.52
01/22/2016 00:00:00,-1.27,974.36,12.36,87.51,47.18
01/22/2016 01:00:00,-0.74,974.6,11.9,81.93,45.85
01/22/2016 02:00:00,-0.57,974.68,11.49,87.22,48.82
01/22/2016 03:00:00,0.18,974.78,10.98,75.65,47.66
01/22/2016 04:00:00,0.99,974.98,10.58,61.1,44.72
01/22/2016 05:00:00,1.34,975.16,8.78,59.92,43.86
01/22/2016 06:00:00,1.44,975.09,8.7,46.7,53.65
01/22/2016 07:00:00,1.67,975.03,10.05,49.27,56.34
01/22/2016 08:00:00,1.91,974.99,10.66,54.4,55.16
01/22/2016 09:00:00,1.8,975.06,8.25,39.45,59.51
01/22/2016 10:00:00,1.78,975.02,7.45,45.02,61.09
01/22/2016 11:00:00,2.16,975.02,8.63,60.65,61.71
01/22/2016 12:00:00,1.84,974.97,8.95,60.27,65.62
01/22/2016 13:00:00,1.75,974.84,7.26,54.18,67.35
01/22/2016 14:00:00,1.56,974.63,5.39,64.32,66.86
01/22/2016 15:00:00,1.6,974.52,5.81,79.87,64.94
01/22/2016 16:00:00,1.35,974.46,11.69,72.68,66.02
01/22/2016 17:00:00,1.15,974.26,17.27,66.43,66.33
01/22/2016 18:00:00,0.74,974.24,18.12,66.7,70
01/22/2016 19:00:00,0.12,974.28,19.58,69.15,77.06
01/22/2016 20:00:00,0.29,974.3,16.35,62.5,75.62
01/22/2016 21:00:00,0.16,974.47,15.11,60.07,76.91
01/22/2016 22:00:00,0,974.58,15.4,64.4,77.64
01/22/2016 23:00:00,0.09,974.71,15.45,61.98,72.19
01/23/2016 00:00:00,0.17,974.92,15.18,57.02,67.51
01/23/2016 01:00:00,0,975.14,15.41,62.8,67.8
01/23/2016 02:00:00,0.07,975.25,14.63,63.65,63.13
01/23/2016 03:00:00,0.32,975.3,14.15,59.77,61.92
01/23/2016 04:00:00,0.76,975.24,16,67.2,62.72
01/23/2016 05:00:00,1.29,975.11,15.22,61.83,61.08
01/23/2016 06:00:00,1.56,974.99,12.43,57.97,62.1
01/23/2016 07:00:00,1.6,974.94,8.08,42.5,61.92
01/23/2016 12:00:00,2.52,974.78,3.87,232.18,61.52
01/23/2016 13:00:00,1.89,974.87,4.37,209.18,66.74
01/23/2016 14:00:00,1.68,975.08,3.09,207.8,65.87
01/23/2016 16:00:00,0.47,975.32,4.29,156.5,74.44
01/23/2016 17:00:00,0.22,975.64,6.43,53.52,75.26
01/23/2016 18:00:00,0.07,975.81,6.84,75.37,77.1
01/23/2016 19:00:00,0.14,976.04,4.12,94.87,71.66
01/23/2016 20:00:00,0.38,976.28,2.51,84.97,68.09
01/23/2016 21:00:00,0.42,976.39,4.86,75.28,67.66
01/23/2016 22:00:00,0.44,976.51,6.86,76.13,64.07
01/23/2016 23:00:00,0.52,976.67,11.54,73.97,55.2
01/24/2016 00:00:00,0.21,976.74,14.07,82.83,52.08
01/24/2016 01:00:00,0.34,976.81,14.11,74.73,49.27
01/24/2016 02:00:00,0.52,976.62,14.19,76.8,50.45
01/24/2016 03:00:00,1.43,976.74,11.27,67.18,48.26
01/24/2016 04:00:00,1.41,976.62,9.04,49.73,51.51
01/24/2016 05:00:00,1.78,976.7,5.37,64.65,53.73
01/24/2016 11:00:00,1.99,976.43,6.42,229.35,54.17
01/24/2016 12:00:00,1.7,976.38,6.53,231.85,55.22
01/24/2016 13:00:00,1.71,976.36,4.9,220.1,57.18
01/24/2016 14:00:00,1.1,976.31,4.92,209.37,62.49
01/24/2016 15:00:00,0.79,976.09,5.79,215.73,62.84
01/24/2016 16:00:00,0.97,976.04,4.28,201.57,64.48
01/24/2016 17:00:00,1.48,976.11,3.57,71.78,63.71
01/24/2016 18:00:00,1.16,976.09,5.77,50.93,71.71
01/24/2016 19:00:00,0.5,976.17,7.66,56.25,71.93
01/24/2016 20:00:00,0.42,976.3,9.98,57.72,76.65
01/24/2016 21:00:00,-0.04,976.52,10.78,55.37,86.26
01/24/2016 22:00:00,-0.11,976.5,12.55,54.53,87.23
01/24/2016 23:00:00,0.12,976.67,11.83,53.53,86.3
01/25/2016 00:00:00,0.02,976.92,9.93,56.37,89.94
01/25/2016 01:00:00,0.09,977.04,9.75,54.32,93.2
01/25/2016 02:00:00,0.42,977.18,8.78,65.5,91.31
01/25/2016 03:00:00,0.35,977.24,9.31,58.7,89.06
01/25/2016 04:00:00,1.55,977.01,11.22,58.87,70.04
01/25/2016 05:00:00,1.85,977.02,12.38,56.93,61.71
01/25/2016 06:00:00,2.39,977.1,11.19,49.68,59.14
01/25/2016 07:00:00,2.11,977.07,9.86,31.18,62.46
01/25/2016 08:00:00,1.93,976.91,7.51,31.35,67.17
01/25/2016 09:00:00,2.29,976.73,4.81,57.03,67.59
01/25/2016 10:00:00,2.33,976.48,4.25,237.6,64.12
01/25/2016 12:00:00,1.67,976.04,4.12,243.75,65.32
01/25/2016 13:00:00,1.23,975.73,7.11,207.32,71.87
01/25/2016 14:00:00,1.59,975.48,5.04,231.85,70.11
01/25/2016 15:00:00,1.04,975.26,4.88,236.85,73.08
01/25/2016 16:00:00,0.44,975.13,4.78,209.63,78.24
01/25/2016 17:00:00,0.22,975,4.62,204.47,79.92
01/25/2016 18:00:00,0.05,974.86,5.62,202.55,82.1
01/25/2016 19:00:00,0.42,974.91,6.53,122.55,72.17
01/25/2016 20:00:00,0.34,975.06,13.27,67.63,58.86
01/25/2016 21:00:00,-0.28,975.16,13.89,62.78,64.13
01/25/2016 22:00:00,-0.3,975.09,16.23,64.98,64.16
01/25/2016 23:00:00,-0.48,975.21,17.64,67.07,64.13
01/26/2016 00:00:00,-0.45,975.29,16.81,69.85,65.35
01/26/2016 01:00:00,-0.24,975.46,17.06,64.87,65.72
01/26/2016 02:00:00,-0.15,975.53,15.88,70.25,65.74
01/26/2016 03:00:00,0.6,975.37,17.14,66.37,61.54
01/26/2016 04:00:00,0.36,975.55,19.24,58.45,68.48
01/26/2016 05:00:00,0.26,975.66,18.92,58.43,73.62
01/26/2016 06:00:00,0.73,975.75,20.23,57.37,74.82
01/26/2016 07:00:00,0.84,975.87,20.44,56.05,76.7
01/26/2016 08:00:00,0.59,976.03,19.07,55.3,80.4
01/26/2016 09:00:00,0.61,976.21,16.99,53.15,81.01
01/26/2016 10:00:00,0.55,976.35,16.05,55.37,80.34
01/26/2016 11:00:00,0.91,976.3,16.77,52.98,74.42
01/26/2016 12:00:00,0.82,976.28,16.62,52.62,72.42
01/26/2016 13:00:00,0.5,976.39,13.29,53.12,74.24
01/26/2016 14:00:00,0.57,976.47,9.93,63.47,71.61
01/26/2016 15:00:00,0.86,976.3,9.27,59.85,66.93
01/26/2016 16:00:00,0.53,976.43,6.76,53.52,65.85
01/26/2016 17:00:00,0.03,976.54,6.72,88.87,64.38
01/26/2016 18:00:00,-0.7,976.55,9.7,97.37,62.44
01/26/2016 19:00:00,-0.76,976.51,8.2,91.03,58.76
01/26/2016 20:00:00,-0.56,976.49,8.97,88.25,55.11
01/26/2016 21:00:00,-0.64,976.41,13.34,85.9,52.3
01/26/2016 22:00:00,-0.75,976.6,15.79,79.85,48.65
01/26/2016 23:00:00,-1.44,976.93,16.16,82.45,48.54
01/27/2016 00:00:00,-1.46,977.24,15.46,83.55,47.78
01/27/2016 01:00:00,-1.45,977.6,16.11,86.78,47.38
01/27/2016 02:00:00,-1.6,977.58,15.47,86.35,47.63
01/27/2016 03:00:00,-1.44,977.44,15.38,90.2,49.66
01/27/2016 04:00:00,-0.69,977.35,16.02,88.62,49.38
01/27/2016 05:00:00,-0.16,977.05,15.62,89.03,48.35
01/27/2016 06:00:00,0.77,976.63,14.76,80.53,43.1
01/27/2016 07:00:00,1.2,976.2,15.11,71.63,40.79
01/27/2016 08:00:00,1.16,976.01,12.57,45.95,44.76
01/27/2016 09:00:00,1.05,975.96,7.33,32.35,45.73
01/27/2016 11:00:00,1.71,975.62,4.57,228.53,45.53
01/27/2016 12:00:00,1.17,975.63,6.94,219.55,45.88
01/27/2016 13:00:00,1.05,975.61,5.13,211.6,49.58
01/27/2016 14:00:00,0.94,975.59,5.11,101.75,55.05
01/27/2016 15:00:00,0.61,975.65,5.7,95.65,53.75
01/27/2016 16:00:00,-0.59,975.64,10.53,94.9,55.92
01/27/2016 17:00:00,-0.99,976.01,14.43,90.87,53.07
01/27/2016 18:00:00,-1.68,976.43,16.41,89.52,53.4
01/27/2016 19:00:00,-2.14,976.87,16.74,87.4,53.71
01/27/2016 20:00:00,-2.53,977.23,16.06,91.17,54.45
01/27/2016 21:00:00,-2.93,977.59,16.41,92.33,54.12
01/27/2016 22:00:00,-2.76,978.01,14.62,93.05,53.71
01/27/2016 23:00:00,-2.46,978.49,13.8,94.53,52.43
01/28/2016 00:00:00,-2.23,978.66,17.21,89.65,48.11
01/28/2016 01:00:00,-1.68,978.96,15.74,89.55,47.34
01/28/2016 02:00:00,-1.11,979.09,14.41,89.65,47.6
01/28/2016 03:00:00,-0.1,979.06,12.12,83.88,45.29
01/28/2016 04:00:00,0.59,978.95,12.12,66.52,44.01
01/28/2016 05:00:00,0.96,978.98,11.68,56.77,44.66
01/28/2016 06:00:00,0.8,979.33,10.06,31.05,47.99
01/28/2016 07:00:00,1.32,979.55,8.47,44.6,47.49
01/28/2016 08:00:00,1.08,979.71,8.29,31.72,52.94
01/28/2016 09:00:00,1.14,979.92,7.96,32.37,52.56
01/28/2016 10:00:00,1.31,980.04,7.4,34.62,50.52
01/28/2016 11:00:00,1.2,980.34,6.44,33.93,52.58
01/28/2016 12:00:00,1.16,980.39,5.66,36.05,56.05
01/28/2016 13:00:00,1.19,980.39,4.1,54.62,53.69
01/28/2016 14:00:00,0.94,980.38,3.83,91.78,53.79
01/28/2016 15:00:00,0.31,980.53,5.28,95.12,53.27
01/28/2016 16:00:00,-0.52,980.5,5.39,121.28,53.38
01/28/2016 17:00:00,-1.3,980.79,3.49,129.73,54.49
01/28/2016 18:00:00,-1.84,981.17,2.13,140.27,55.32
01/28/2016 19:00:00,-2.5,981.59,2.71,140.18,55.69
01/28/2016 20:00:00,-3.11,982.1,2.67,109,57.45
01/28/2016 21:00:00,-3.5,982.55,4.3,141.55,56.54
01/28/2016 22:00:00,-3.62,982.97,7.03,133.67,55.18
01/28/2016 23:00:00,-3.21,983.48,7.32,128.1,52.77
01/29/2016 00:00:00,-2.95,984.17,6.58,129.37,53.36
01/29/2016 01:00:00,-2.23,984.72,7.67,106.48,49.03
01/29/2016 02:00:00,-1.2,985.1,7.09,92.62,45.23
01/29/2016 03:00:00,-0.83,985.58,7.72,95.98,45.22
01/29/2016 04:00:00,-0.2,985.97,6.05,75.4,45.65
01/29/2016 05:00:00,0.04,986.7,4.88,107.78,49.35
01/29/2016 06:00:00,0.55,987.29,4.34,241.37,48.52
01/29/2016 08:00:00,0.96,987.75,4.55,87.97,47.81
01/29/2016 09:00:00,0.57,987.77,7.42,23.62,52.82
01/29/2016 10:00:00,0.64,987.97,5.77,57.6,57.1
01/29/2016 11:00:00,0.53,988.14,6.09,38.67,61.32
01/29/2016 12:00:00,0.46,987.91,7.06,51.28,61.9
01/29/2016 13:00:00,0.18,987.6,7,36.85,65.79
01/29/2016 14:00:00,0.17,987.21,7.41,47.7,67.63
01/29/2016 15:00:00,0.1,986.82,7.72,62.15,68.13
01/29/2016 16:00:00,0.12,986.47,8.95,53.23,66.77
01/29/2016 17:00:00,0.62,985.62,13.8,52.2,61.45
01/29/2016 18:00:00,1.07,984.9,18.78,57.27,51.25
01/29/2016 19:00:00,0.61,984.11,17.36,53.57,60.52
01/29/2016 20:00:00,0.4,983.68,20.33,39.02,63.8
01/29/2016 21:00:00,-1.37,982.99,21.6,39.85,91.99
01/29/2016 22:00:00,-1.45,981.88,24.01,51.83,95.82
01/29/2016 23:00:00,-1.36,980.62,26.15,55,96.41
01/30/2016 00:00:00,-0.88,979.78,24.91,49.2,96.89
01/30/2016 01:00:00,-0.91,978.62,30.1,52.73,97.12
01/30/2016 02:00:00,-0.78,977.95,28.65,52.4,97.29
01/30/2016 03:00:00,-0.48,977.5,25.62,48.13,97.52
01/30/2016 04:00:00,-0.54,976.97,28.49,52.72,97.69
01/30/2016 05:00:00,-0.44,977.08,27.83,42.93,97.74
01/30/2016 06:00:00,-0.43,977.31,25.2,39.98,97.82
01/30/2016 08:00:00,-0.6,977.73,30.66,39.95,97.81
01/30/2016 09:00:00,-0.82,977.96,29.65,40.07,97.73
01/30/2016 10:00:00,-0.78,978.21,26.69,41.83,97.67
01/30/2016 11:00:00,-0.75,978.48,23.53,45.66,97.7
01/30/2016 12:00:00,-0.85,978.76,25.39,45.83,97.64
01/30/2016 13:00:00,-0.85,978.99,25.51,46.05,97.61
01/30/2016 14:00:00,-0.76,979.24,24.93,45.5,97.68
01/30/2016 15:00:00,-0.76,979.58,24.03,45.98,97.7
01/30/2016 16:00:00,-0.86,979.96,24.36,46.12,97.71
01/30/2016 17:00:00,-0.87,980.38,24.2,43.6,97.7
01/30/2016 18:00:00,-0.88,980.73,23.61,43.85,97.7
01/30/2016 19:00:00,-0.88,981.16,23.98,43.33,97.7
01/30/2016 20:00:00,-0.87,981.65,21.18,42.67,97.7
01/30/2016 21:00:00,-0.79,982.2,15.96,40.27,97.76
01/30/2016 22:00:00,-0.8,982.36,15.09,40.3,97.8
01/30/2016 23:00:00,-0.86,982.6,13.89,40.72,97.79
01/31/2016 00:00:00,-0.83,982.73,15.69,56.1,97.8
01/31/2016 01:00:00,-0.95,982.9,16.59,54.67,97.77
01/31/2016 02:00:00,-1,982.88,15.31,52.63,97.7
01/31/2016 03:00:00,-0.91,982.8,13.68,51.63,97.7
01/31/2016 04:00:00,-0.82,982.84,10.57,40.35,97.76
01/31/2016 05:00:00,-0.48,982.9,7.77,34.03,97.87
01/31/2016 06:00:00,-0.25,982.9,6.63,36.1,98.02
01/31/2016 07:00:00,-0.34,982.77,6.88,42.82,98.08
01/31/2016 08:00:00,-0.07,982.55,3.98,149.55,98.19
01/31/2016 11:00:00,0.27,981.54,5.47,215.93,98.5
01/31/2016 12:00:00,-0.44,981.11,7.34,218.95,98.47
01/31/2016 13:00:00,-0.76,980.72,7,217.97,98.31
01/31/2016 14:00:00,-1.33,980.48,7.04,206.4,97.95
01/31/2016 15:00:00,-2.55,980.07,6.82,205.5,96.79
01/31/2016 16:00:00,-3.6,979.82,4.75,112.87,94.98
01/31/2016 17:00:00,-3.9,979.54,6.3,101.75,93.2
01/31/2016 18:00:00,-4.03,979.41,6.71,111.78,92.53
01/31/2016 19:00:00,-4.62,979.27,6.06,102.27,93.01
01/31/2016 20:00:00,-4.84,979,4.04,88,92.27
01/31/2016 21:00:00,-5.03,978.62,1.78,137.6,92.87
01/31/2016 22:00:00,-4.94,978.01,4.53,94.72,92.64
01/31/2016 23:00:00,-4.19,977.62,7.99,99.02,92.94
02/01/2016 00:00:00,-4.06,977.28,9.55,97.83,91.88
02/01/2016 01:00:00,-3.84,976.92,10.29,97.6,89.96
02/01/2016 02:00:00,-3.2,976.39,7.7,96.85,89.79
02/01/2016 03:00:00,-2.24,975.85,8.91,69.83,85.32
02/01/2016 04:00:00,-1.43,975.36,11.21,57.47,79.55
02/01/2016 05:00:00,-1.11,974.96,11.8,59.62,74.77
02/01/2016 06:00:00,-0.9,974.66,11.86,60.98,71.22
02/01/2016 07:00:00,-0.62,974.29,11.46,59.3,68.29
02/01/2016 08:00:00,-0.49,973.92,10.94,58.52,66.11
02/01/2016 09:00:00,-0.56,973.62,10.82,53.9,63.35
02/01/2016 10:00:00,-0.45,973.43,8.6,55.67,61.74
02/01/2016 11:00:00,-0.42,973.14,8.04,67.53,62.24
02/01/2016 12:00:00,-0.57,973.18,7.13,73.77,66.96
02/01/2016 13:00:00,-1.47,973.25,6.75,96.5,70.57
02/01/2016 14:00:00,-2.16,973.29,7.63,97.65,68.17
02/01/2016 15:00:00,-2.86,973.43,9.59,97.53,64.26
02/01/2016 16:00:00,-3.45,973.62,10.34,95.7,63.19
02/01/2016 17:00:00,-3.3,973.69,8.01,115.58,65.33
02/01/2016 18:00:00,-3.24,973.84,6.52,134.1,63.98
02/01/2016 19:00:00,-3.23,974.23,6.7,125.05,61.41
02/01/2016 20:00:00,-3.08,974.4,5.63,119.22,62.41
02/01/2016 21:00:00,-2.91,974.53,4.71,103.1,61.38
02/01/2016 22:00:00,-2.41,974.71,6.23,99.07,61.52
02/01/2016 23:00:00,-1.85,974.92,7.54,94.85,66.12
02/02/2016 00:00:00,-0.52,975.21,7.63,86.02,65.51
02/02/2016 01:00:00,0.11,975.52,9.38,71.35,63.58
02/02/2016 02:00:00,0.48,975.81,10,72.72,59.25
02/02/2016 03:00:00,0.68,976.09,11.35,64.9,60.37
02/02/2016 04:00:00,0.54,976.34,13.18,57.38,60.85
02/02/2016 05:00:00,0.7,976.79,10.97,52.57,62.08
02/02/2016 06:00:00,0.86,977.1,10.48,54.22,62.73
02/02/2016 07:00:00,1.16,977.47,10.89,55.95,61.88
02/02/2016 08:00:00,1.26,977.8,10.87,63.75,64.71
02/02/2016 09:00:00,0.84,978.17,13.37,58.55,70
02/02/2016 10:00:00,0.48,978.63,11.63,57.73,77.39
02/02/2016 11:00:00,0.71,978.85,11.16,60.22,76.78
02/02/2016 12:00:00,0.74,979.19,13.02,56.45,76.4
02/02/2016 13:00:00,0.82,979.44,11.59,58.43,75.48
02/02/2016 14:00:00,0.9,979.59,10.65,61.62,73.82
02/02/2016 15:00:00,1.04,979.77,10.47,62.6,69.71
02/02/2016 16:00:00,0.27,979.84,12.43,83.78,68.12
02/02/2016 17:00:00,-0.19,980.14,15.21,90.53,68.43
02/02/2016 18:00:00,-0.2,980.35,15.96,88.57,68.04
02/02/2016 19:00:00,-0.14,980.6,12.45,84.52,66.07
02/02/2016 20:00:00,-0.12,980.95,12.27,81.62,65.82
02/02/2016 21:00:00,-0.94,980.92,16.64,90.68,64.44
02/02/2016 22:00:00,-1.27,981.26,19.37,89.9,60.81
02/02/2016 23:00:00,-1.29,981.66,18.24,87.58,58.93
02/03/2016 00:00:00,-1.68,981.85,20.67,87.86,57.48
02/03/2016 01:00:00,-1.91,981.98,20.95,88.02,55.9
02/03/2016 02:00:00,-1.77,982.02,17.82,91.63,56.91
02/03/2016 03:00:00,-1.17,981.98,14.98,91.95,55.98
02/03/2016 04:00:00,-0.56,981.89,14.75,91.2,53.97
02/03/2016 05:00:00,0,981.78,11.64,91.88,54.67
02/03/2016 06:00:00,0.88,981.55,9.4,81.67,50.97
02/03/2016 07:00:00,1.35,981.35,6.45,45.08,46.96
02/03/2016 08:00:00,1.26,981.12,5.37,71.43,50.52
02/03/2016 11:00:00,0.74,980.05,4.83,210.53,54.86
02/03/2016 12:00:00,0.9,979.79,3.94,208.13,51.44
02/03/2016 13:00:00,0.16,979.48,5.97,93.27,56.06
02/03/2016 14:00:00,-0.93,979.27,7.28,96.17,57.06
02/03/2016 15:00:00,-2.04,978.97,8.58,96.62,54.9
02/03/2016 16:00:00,-3.08,978.76,9.71,97.73,54.56
02/03/2016 17:00:00,-4.36,978.62,11.46,99.55,56
02/03/2016 18:00:00,-5.55,978.32,11,102.78,60.01
02/03/2016 19:00:00,-5.82,978.29,11.61,100.3,60.52
02/03/2016 20:00:00,-6.07,978.3,12.33,99.52,60.09
02/03/2016 21:00:00,-4.91,978.15,16.79,91.02,57.96
02/03/2016 22:00:00,-4.58,978.1,18.08,88.75,59.07
02/03/2016 23:00:00,-4.67,978.11,19.57,89.22,59.05
02/04/2016 00:00:00,-4.55,978.06,18.22,88,59.41
