obstime,tempr,ap,ws,wd,rh
12/14/2015 14:00:00,-0.6321815889029,979.116885245901,4.85431273644388,169.752786885245,82.2642622950819
12/14/2015 15:00:00,-0.627894073139974,979.120983606557,4.8624842370744,169.517540983606,82.2291803278688
12/14/2015 16:00:00,-0.623606557377049,979.125081967213,4.87065573770491,169.282295081967,82.1940983606557
12/14/2015 17:00:00,-0.619319041614123,979.129180327868,4.87882723833543,169.047049180327,82.1590163934426
12/14/2015 18:00:00,-0.615031525851197,979.133278688524,4.88699873896595,168.811803278688,82.1239344262295
12/14/2015 19:00:00,-0.610744010088272,979.13737704918,4.89517023959646,168.576557377049,82.0888524590164
12/14/2015 20:00:00,-0.606456494325346,979.141475409836,4.90334174022698,168.341311475409,82.0537704918032
12/14/2015 21:00:00,-0.602168978562421,979.145573770491,4.9115132408575,168.10606557377,82.0186885245901
12/14/2015 22:00:00,-0.597881462799495,979.149672131147,4.91968474148802,167.870819672131,81.983606557377
12/14/2015 23:00:00,-0.593593947036569,979.153770491803,4.92785624211853,167.635573770491,81.9485245901639
12/15/2015 00:00:00,-0.589306431273644,979.157868852459,4.93602774274905,167.400327868852,81.9134426229508
12/15/2015 01:00:00,-0.585018915510718,979.161967213114,4.94419924337957,167.165081967213,81.8783606557377
12/15/2015 02:00:00,-0.580731399747793,979.16606557377,4.95237074401008,166.929836065573,81.8432786885245
12/15/2015 03:00:00,-0.576443883984867,979.170163934426,4.9605422446406,166.694590163934,81.8081967213114
12/15/2015 04:00:00,-0.572156368221941,979.174262295082,4.96871374527112,166.459344262295,81.7731147540983
12/15/2015 05:00:00,-0.567868852459016,979.178360655737,4.97688524590164,166.224098360655,81.7380327868852
12/15/2015 06:00:00,-0.56358133669609,979.182459016393,4.98505674653215,165.988852459016,81.7029508196721
12/15/2015 07:00:00,-0.559293820933165,979.186557377049,4.99322824716267,165.753606557377,81.667868852459
12/15/2015 08:00:00,-0.555006305170239,979.190655737705,5.00139974779319,165.518360655737,81.6327868852459
12/15/2015 09:00:00,-0.550718789407313,979.19475409836,5.0095712484237,165.283114754098,81.5977049180327
12/15/2015 10:00:00,-0.546431273644388,979.198852459016,5.01774274905422,165.047868852459,81.5626229508196
12/15/2015 11:00:00,-0.542143757881462,979.202950819672,5.02591424968474,164.812622950819,81.5275409836065
12/15/2015 12:00:00,-0.537856242118537,979.207049180327,5.03408575031525,164.57737704918,81.4924590163934
12/15/2015 13:00:00,-0.533568726355611,979.211147540983,5.04225725094577,164.342131147541,81.4573770491803
12/15/2015 14:00:00,-0.529281210592685,979.215245901639,5.05042875157629,164.106885245901,81.4222950819672
12/15/2015 15:00:00,-0.52499369482976,979.219344262295,5.0586002522068,163.871639344262,81.3872131147541
12/15/2015 16:00:00,-0.520706179066834,979.22344262295,5.06677175283732,163.636393442623,81.3521311475409
12/15/2015 17:00:00,-0.516418663303909,979.227540983606,5.07494325346784,163.401147540983,81.3170491803278
12/15/2015 18:00:00,-0.512131147540983,979.231639344262,5.08311475409836,163.165901639344,81.2819672131147
12/15/2015 19:00:00,-0.507843631778057,979.235737704918,5.09128625472887,162.930655737704,81.2468852459016
12/15/2015 20:00:00,-0.503556116015132,979.239836065573,5.09945775535939,162.695409836065,81.2118032786885
12/15/2015 21:00:00,-0.499268600252206,979.243934426229,5.10762925598991,162.460163934426,81.1767213114754
12/15/2015 22:00:00,-0.494981084489281,979.248032786885,5.11580075662042,162.224918032786,81.1416393442623
12/15/2015 23:00:00,-0.490693568726355,979.252131147541,5.12397225725094,161.989672131147,81.1065573770491
12/16/2015 00:00:00,-0.48640605296343,979.256229508196,5.13214375788146,161.754426229508,81.071475409836
12/16/2015 01:00:00,-0.482118537200504,979.260327868852,5.14031525851198,161.519180327868,81.0363934426229
12/16/2015 02:00:00,-0.477831021437578,979.264426229508,5.14848675914249,161.283934426229,81.0013114754098
12/16/2015 03:00:00,-0.473543505674653,979.268524590164,5.15665825977301,161.04868852459,80.9662295081967
12/16/2015 04:00:00,-0.469255989911727,979.272622950819,5.16482976040353,160.81344262295,80.9311475409836
12/16/2015 05:00:00,-0.464968474148801,979.276721311475,5.17300126103404,160.578196721311,80.8960655737704
12/16/2015 06:00:00,-0.460680958385876,979.280819672131,5.18117276166456,160.342950819672,80.8609836065573
12/16/2015 07:00:00,-0.45639344262295,979.284918032786,5.18934426229508,160.107704918032,80.8259016393442
12/16/2015 08:00:00,-0.452105926860025,979.289016393442,5.19751576292559,159.872459016393,80.7908196721311
12/16/2015 09:00:00,-0.447818411097099,979.293114754098,5.20568726355611,159.637213114754,80.755737704918
12/16/2015 10:00:00,-0.443530895334173,979.297213114754,5.21385876418663,159.401967213114,80.7206557377049
12/16/2015 11:00:00,-0.439243379571248,979.301311475409,5.22203026481715,159.166721311475,80.6855737704918
12/16/2015 12:00:00,-0.434955863808322,979.305409836065,5.23020176544766,158.931475409836,80.6504918032786
12/16/2015 13:00:00,-0.430668348045397,979.309508196721,5.23837326607818,158.696229508196,80.6154098360655
12/16/2015 14:00:00,-0.426380832282471,979.313606557377,5.2465447667087,158.460983606557,80.5803278688524
12/16/2015 15:00:00,-0.422093316519545,979.317704918032,5.25471626733921,158.225737704918,80.5452459016393
12/16/2015 16:00:00,-0.41780580075662,979.321803278688,5.26288776796973,157.990491803278,80.5101639344262
12/16/2015 17:00:00,-0.413518284993694,979.325901639344,5.27105926860025,157.755245901639,80.4750819672131
12/16/2015 18:00:00,-0.409230769230769,979.33,5.27923076923077,157.52,80.44
12/16/2015 19:00:00,-0.404943253467843,979.334098360655,5.28740226986128,157.28475409836,80.4049180327868
12/16/2015 20:00:00,-0.400655737704917,979.338196721311,5.2955737704918,157.049508196721,80.3698360655737
12/16/2015 21:00:00,-0.396368221941992,979.342295081967,5.30374527112232,156.814262295082,80.3347540983606
12/16/2015 22:00:00,-0.392080706179066,979.346393442623,5.31191677175283,156.579016393442,80.2996721311475
12/16/2015 23:00:00,-0.387793190416141,979.350491803278,5.32008827238335,156.343770491803,80.2645901639344
12/17/2015 00:00:00,-0.383505674653215,979.354590163934,5.32825977301387,156.108524590163,80.2295081967213
12/17/2015 01:00:00,-0.379218158890289,979.35868852459,5.33643127364438,155.873278688524,80.1944262295082
12/17/2015 02:00:00,-0.374930643127364,979.362786885245,5.3446027742749,155.638032786885,80.159344262295
12/17/2015 03:00:00,-0.370643127364438,979.366885245901,5.35277427490542,155.402786885245,80.1242622950819
12/17/2015 04:00:00,-0.366355611601513,979.370983606557,5.36094577553593,155.167540983606,80.0891803278688
12/17/2015 05:00:00,-0.362068095838587,979.375081967213,5.36911727616645,154.932295081967,80.0540983606557
12/17/2015 06:00:00,-0.357780580075661,979.379180327868,5.37728877679697,154.697049180327,80.0190163934426
12/17/2015 07:00:00,-0.353493064312736,979.383278688524,5.38546027742749,154.461803278688,79.9839344262295
12/17/2015 08:00:00,-0.34920554854981,979.38737704918,5.393631778058,154.226557377049,79.9488524590164
12/17/2015 09:00:00,-0.344918032786885,979.391475409836,5.40180327868852,153.991311475409,79.9137704918032
12/17/2015 10:00:00,-0.340630517023959,979.395573770491,5.40997477931904,153.75606557377,79.8786885245901
12/17/2015 11:00:00,-0.336343001261033,979.399672131147,5.41814627994955,153.520819672131,79.843606557377
12/17/2015 12:00:00,-0.332055485498108,979.403770491803,5.42631778058007,153.285573770491,79.8085245901639
12/17/2015 13:00:00,-0.327767969735182,979.407868852459,5.43448928121059,153.050327868852,79.7734426229508
12/17/2015 14:00:00,-0.323480453972257,979.411967213114,5.4426607818411,152.815081967213,79.7383606557377
12/17/2015 15:00:00,-0.319192938209331,979.41606557377,5.45083228247162,152.579836065573,79.7032786885245
12/17/2015 16:00:00,-0.314905422446405,979.420163934426,5.45900378310214,152.344590163934,79.6681967213114
12/17/2015 17:00:00,-0.31061790668348,979.424262295082,5.46717528373266,152.109344262295,79.6331147540983
12/17/2015 18:00:00,-0.306330390920554,979.428360655737,5.47534678436317,151.874098360655,79.5980327868852
12/17/2015 19:00:00,-0.302042875157629,979.432459016393,5.48351828499369,151.638852459016,79.5629508196721
12/17/2015 20:00:00,-0.297755359394703,979.436557377049,5.49168978562421,151.403606557377,79.527868852459
12/17/2015 21:00:00,-0.293467843631777,979.440655737705,5.49986128625472,151.168360655737,79.4927868852459
12/17/2015 22:00:00,-0.289180327868852,979.44475409836,5.50803278688524,150.933114754098,79.4577049180327
12/17/2015 23:00:00,-0.284892812105926,979.448852459016,5.51620428751576,150.697868852459,79.4226229508196
12/18/2015 00:00:00,-0.280605296343001,979.452950819672,5.52437578814628,150.462622950819,79.3875409836065
12/18/2015 01:00:00,-0.276317780580075,979.457049180327,5.53254728877679,150.22737704918,79.3524590163934
12/18/2015 02:00:00,-0.27203026481715,979.461147540983,5.54071878940731,149.992131147541,79.3173770491803
12/18/2015 03:00:00,-0.267742749054224,979.465245901639,5.54889029003783,149.756885245901,79.2822950819672
12/18/2015 04:00:00,-0.263455233291298,979.469344262295,5.55706179066834,149.521639344262,79.247213114754
12/18/2015 05:00:00,-0.259167717528373,979.47344262295,5.56523329129886,149.286393442622,79.2121311475409
12/18/2015 06:00:00,-0.254880201765447,979.477540983606,5.57340479192938,149.051147540983,79.1770491803278
12/18/2015 07:00:00,-0.250592686002521,979.481639344262,5.58157629255989,148.815901639344,79.1419672131147
12/18/2015 08:00:00,-0.246305170239596,979.485737704918,5.58974779319041,148.580655737704,79.1068852459016
12/18/2015 09:00:00,-0.24201765447667,979.489836065573,5.59791929382093,148.345409836065,79.0718032786885
12/18/2015 10:00:00,-0.237730138713744,979.493934426229,5.60609079445145,148.110163934426,79.0367213114754
12/18/2015 11:00:00,-0.233442622950819,979.498032786885,5.61426229508196,147.874918032786,79.0016393442622
12/18/2015 12:00:00,-0.229155107187893,979.502131147541,5.62243379571248,147.639672131147,78.9665573770491
12/18/2015 13:00:00,-0.224867591424968,979.506229508196,5.630605296343,147.404426229508,78.931475409836
12/18/2015 14:00:00,-0.220580075662042,979.510327868852,5.63877679697351,147.169180327868,78.8963934426229
12/18/2015 15:00:00,-0.216292559899117,979.514426229508,5.64694829760403,146.933934426229,78.8613114754098
12/18/2015 16:00:00,-0.212005044136191,979.518524590164,5.65511979823455,146.69868852459,78.8262295081967
12/18/2015 17:00:00,-0.207717528373265,979.522622950819,5.66329129886506,146.46344262295,78.7911475409836
12/18/2015 18:00:00,-0.20343001261034,979.526721311475,5.67146279949558,146.228196721311,78.7560655737704
12/18/2015 19:00:00,-0.199142496847414,979.530819672131,5.6796343001261,145.992950819672,78.7209836065573
12/18/2015 20:00:00,-0.194854981084489,979.534918032786,5.68780580075662,145.757704918032,78.6859016393442
12/18/2015 21:00:00,-0.190567465321563,979.539016393442,5.69597730138713,145.522459016393,78.6508196721311
12/18/2015 22:00:00,-0.186279949558637,979.543114754098,5.70414880201765,145.287213114754,78.615737704918
12/18/2015 23:00:00,-0.181992433795712,979.547213114754,5.71232030264817,145.051967213114,78.5806557377049
12/19/2015 00:00:00,-0.177704918032786,979.551311475409,5.72049180327868,144.816721311475,78.5455737704918
12/19/2015 01:00:00,-0.173417402269861,979.555409836065,5.7286633039092,144.581475409836,78.5104918032786
12/19/2015 02:00:00,-0.169129886506935,979.559508196721,5.73683480453972,144.346229508196,78.4754098360655
12/19/2015 03:00:00,-0.164842370744009,979.563606557377,5.74500630517023,144.110983606557,78.4403278688524
12/19/2015 04:00:00,-0.160554854981084,979.567704918032,5.75317780580075,143.875737704918,78.4052459016393
12/19/2015 05:00:00,-0.156267339218158,979.571803278688,5.76134930643127,143.640491803278,78.3701639344262
12/19/2015 06:00:00,-0.151979823455233,979.575901639344,5.76952080706179,143.405245901639,78.3350819672131
12/19/2015 07:00:00,-0.147692307692307,979.58,5.7776923076923,143.17,78.3
12/19/2015 08:00:00,-0.143404791929381,979.584098360655,5.78586380832282,142.93475409836,78.2649180327868
12/19/2015 09:00:00,-0.139117276166456,979.588196721311,5.79403530895334,142.699508196721,78.2298360655737
12/19/2015 10:00:00,-0.13482976040353,979.592295081967,5.80220680958385,142.464262295082,78.1947540983606
12/19/2015 11:00:00,-0.130542244640605,979.596393442623,5.81037831021437,142.229016393442,78.1596721311475
12/19/2015 12:00:00,-0.126254728877679,979.600491803278,5.81854981084489,141.993770491803,78.1245901639344
12/19/2015 13:00:00,-0.121967213114754,979.604590163934,5.82672131147541,141.758524590163,78.0895081967213
12/19/2015 14:00:00,-0.117679697351828,979.60868852459,5.83489281210592,141.523278688524,78.0544262295082
12/19/2015 15:00:00,-0.113392181588902,979.612786885245,5.84306431273644,141.288032786885,78.019344262295
12/19/2015 16:00:00,-0.109104665825976,979.616885245901,5.85123581336696,141.052786885245,77.9842622950819
12/19/2015 17:00:00,-0.104817150063051,979.620983606557,5.85940731399747,140.817540983606,77.9491803278688
12/19/2015 18:00:00,-0.100529634300126,979.625081967213,5.86757881462799,140.582295081967,77.9140983606557
12/19/2015 19:00:00,-0.0962421185372002,979.629180327868,5.87575031525851,140.347049180327,77.8790163934426
12/19/2015 20:00:00,-0.0919546027742748,979.633278688524,5.88392181588902,140.111803278688,77.8439344262295
12/19/2015 21:00:00,-0.0876670870113489,979.63737704918,5.89209331651954,139.876557377049,77.8088524590163
12/19/2015 22:00:00,-0.0833795712484235,979.641475409836,5.90026481715006,139.641311475409,77.7737704918032
12/19/2015 23:00:00,-0.0790920554854976,979.645573770491,5.90843631778058,139.40606557377,77.7386885245901
12/20/2015 00:00:00,-0.0748045397225722,979.649672131147,5.91660781841109,139.170819672131,77.703606557377
12/20/2015 01:00:00,-0.0705170239596468,979.653770491803,5.92477931904161,138.935573770491,77.6685245901639
12/20/2015 02:00:00,-0.066229508196721,979.657868852459,5.93295081967213,138.700327868852,77.6334426229508
12/20/2015 03:00:00,-0.0619419924337956,979.661967213114,5.94112232030264,138.465081967213,77.5983606557377
12/20/2015 04:00:00,-0.0576544766708697,979.66606557377,5.94929382093316,138.229836065573,77.5632786885245
12/20/2015 05:00:00,-0.0533669609079443,979.670163934426,5.95746532156368,137.994590163934,77.5281967213114
12/20/2015 06:00:00,-0.0490794451450185,979.674262295082,5.96563682219419,137.759344262295,77.4931147540983
12/20/2015 07:00:00,-0.044791929382093,979.678360655737,5.97380832282471,137.524098360655,77.4580327868852
12/20/2015 08:00:00,-0.0405044136191676,979.682459016393,5.98197982345523,137.288852459016,77.4229508196721
12/20/2015 09:00:00,-0.0362168978562418,979.686557377049,5.99015132408575,137.053606557377,77.387868852459
12/20/2015 10:00:00,-0.0319293820933164,979.690655737705,5.99832282471626,136.818360655737,77.3527868852459
12/20/2015 11:00:00,-0.0276418663303905,979.69475409836,6.00649432534678,136.583114754098,77.3177049180327
12/20/2015 12:00:00,-0.0233543505674651,979.698852459016,6.0146658259773,136.347868852459,77.2826229508196
12/20/2015 13:00:00,-0.0190668348045393,979.702950819672,6.02283732660781,136.112622950819,77.2475409836065
12/20/2015 14:00:00,-0.0147793190416138,979.707049180327,6.03100882723833,135.87737704918,77.2124590163934
12/20/2015 15:00:00,-0.0104918032786884,979.711147540983,6.03918032786885,135.642131147541,77.1773770491803
12/20/2015 16:00:00,-0.00620428751576263,979.715245901639,6.04735182849936,135.406885245901,77.1422950819672
12/20/2015 17:00:00,-0.00191677175283722,979.719344262295,6.05552332912988,135.171639344262,77.1072131147541
12/20/2015 18:00:00,0.00237074401008863,979.72344262295,6.0636948297604,134.936393442622,77.0721311475409
12/20/2015 19:00:00,0.00665825977301404,979.727540983606,6.07186633039092,134.701147540983,77.0370491803278
12/20/2015 20:00:00,0.0109457755359398,979.731639344262,6.08003783102143,134.465901639344,77.0019672131147
12/20/2015 21:00:00,0.0152332912988653,979.735737704918,6.08820933165195,134.230655737704,76.9668852459016
12/20/2015 22:00:00,0.0195208070617907,979.739836065573,6.09638083228247,133.995409836065,76.9318032786885
12/20/2015 23:00:00,0.0238083228247165,979.743934426229,6.10455233291298,133.760163934426,76.8967213114754
12/21/2015 00:00:00,0.0280958385876419,979.748032786885,6.1127238335435,133.524918032786,76.8616393442623
12/21/2015 01:00:00,0.0323833543505678,979.752131147541,6.12089533417402,133.289672131147,76.8265573770491
12/21/2015 02:00:00,0.0366708701134932,979.756229508196,6.12906683480454,133.054426229508,76.791475409836
12/21/2015 03:00:00,0.040958385876419,979.760327868852,6.13723833543505,132.819180327868,76.7563934426229
12/21/2015 04:00:00,0.0452459016393445,979.764426229508,6.14540983606557,132.583934426229,76.7213114754098
12/21/2015 05:00:00,0.0495334174022699,979.768524590164,6.15358133669609,132.34868852459,76.6862295081967
12/21/2015 06:00:00,0.0538209331651957,979.772622950819,6.1617528373266,132.11344262295,76.6511475409836
12/21/2015 07:00:00,0.0581084489281211,979.776721311475,6.16992433795712,131.878196721311,76.6160655737705
12/21/2015 08:00:00,0.062395964691047,979.780819672131,6.17809583858764,131.642950819672,76.5809836065573
12/21/2015 09:00:00,0.0666834804539724,979.784918032786,6.18626733921815,131.407704918032,76.5459016393442
12/21/2015 10:00:00,0.0709709962168982,979.789016393442,6.19443883984867,131.172459016393,76.5108196721311
12/21/2015 11:00:00,0.0752585119798237,979.793114754098,6.20261034047919,130.937213114754,76.475737704918
12/21/2015 12:00:00,0.0795460277427491,979.797213114754,6.21078184110971,130.701967213114,76.4406557377049
12/21/2015 13:00:00,0.0838335435056749,979.801311475409,6.21895334174022,130.466721311475,76.4055737704918
12/21/2015 14:00:00,0.0881210592686003,979.805409836065,6.22712484237074,130.231475409836,76.3704918032786
12/21/2015 15:00:00,0.0924085750315262,979.809508196721,6.23529634300126,129.996229508196,76.3354098360655
12/21/2015 16:00:00,0.0966960907944516,979.813606557377,6.24346784363177,129.760983606557,76.3003278688524
12/21/2015 17:00:00,0.100983606557377,979.817704918032,6.25163934426229,129.525737704918,76.2652459016393
12/21/2015 18:00:00,0.105271122320302,979.821803278688,6.25981084489281,129.290491803278,76.2301639344262
12/21/2015 19:00:00,0.109558638083228,979.825901639344,6.26798234552332,129.055245901639,76.1950819672131
12/21/2015 20:00:00,0.113846153846154,979.83,6.27615384615384,128.82,76.16
12/21/2015 21:00:00,0.118133669609079,979.834098360655,6.28432534678436,128.58475409836,76.1249180327868
12/21/2015 22:00:00,0.122421185372005,979.838196721311,6.29249684741488,128.349508196721,76.0898360655737
12/21/2015 23:00:00,0.12670870113493,979.842295081967,6.30066834804539,128.114262295081,76.0547540983606
12/22/2015 00:00:00,0.130996216897856,979.846393442623,6.30883984867591,127.879016393442,76.0196721311475
12/22/2015 01:00:00,0.135283732660782,979.850491803278,6.31701134930643,127.643770491803,75.9845901639344
12/22/2015 02:00:00,0.139571248423707,979.854590163934,6.32518284993694,127.408524590163,75.9495081967213
12/22/2015 03:00:00,0.143858764186633,979.85868852459,6.33335435056746,127.173278688524,75.9144262295082
12/22/2015 04:00:00,0.148146279949558,979.862786885245,6.34152585119798,126.938032786885,75.879344262295
12/22/2015 05:00:00,0.152433795712484,979.866885245901,6.3496973518285,126.702786885245,75.8442622950819
12/22/2015 06:00:00,0.15672131147541,979.870983606557,6.35786885245901,126.467540983606,75.8091803278688
12/22/2015 07:00:00,0.161008827238335,979.875081967213,6.36604035308953,126.232295081967,75.7740983606557
12/22/2015 08:00:00,0.165296343001261,979.879180327868,6.37421185372005,125.997049180327,75.7390163934426
12/22/2015 09:00:00,0.169583858764186,979.883278688524,6.38238335435056,125.761803278688,75.7039344262295
12/22/2015 10:00:00,0.173871374527112,979.88737704918,6.39055485498108,125.526557377049,75.6688524590163
12/22/2015 11:00:00,0.178158890290037,979.891475409836,6.3987263556116,125.291311475409,75.6337704918032
12/22/2015 12:00:00,0.182446406052963,979.895573770491,6.40689785624211,125.05606557377,75.5986885245901
12/22/2015 13:00:00,0.186733921815889,979.899672131147,6.41506935687263,124.820819672131,75.563606557377
12/22/2015 14:00:00,0.191021437578815,979.903770491803,6.42324085750315,124.585573770491,75.5285245901639
12/22/2015 15:00:00,0.19530895334174,979.907868852459,6.43141235813366,124.350327868852,75.4934426229508
12/22/2015 16:00:00,0.199596469104665,979.911967213114,6.43958385876418,124.115081967213,75.4583606557377
12/22/2015 17:00:00,0.203883984867591,979.91606557377,6.4477553593947,123.879836065573,75.4232786885245
12/22/2015 18:00:00,0.208171500630517,979.920163934426,6.45592686002522,123.644590163934,75.3881967213114
12/22/2015 19:00:00,0.212459016393443,979.924262295082,6.46409836065573,123.409344262295,75.3531147540983
12/22/2015 20:00:00,0.216746532156368,979.928360655737,6.47226986128625,123.174098360655,75.3180327868852
12/22/2015 21:00:00,0.221034047919294,979.932459016393,6.48044136191677,122.938852459016,75.2829508196721
12/22/2015 22:00:00,0.225321563682219,979.936557377049,6.48861286254728,122.703606557377,75.247868852459
12/22/2015 23:00:00,0.229609079445145,979.940655737705,6.4967843631778,122.468360655737,75.2127868852459
12/23/2015 00:00:00,0.23389659520807,979.94475409836,6.50495586380832,122.233114754098,75.1777049180327
12/23/2015 01:00:00,0.238184110970996,979.948852459016,6.51312736443884,121.997868852459,75.1426229508196
12/23/2015 02:00:00,0.242471626733922,979.952950819672,6.52129886506935,121.762622950819,75.1075409836065
12/23/2015 03:00:00,0.246759142496847,979.957049180327,6.52947036569987,121.52737704918,75.0724590163934
12/23/2015 04:00:00,0.251046658259773,979.961147540983,6.53764186633039,121.292131147541,75.0373770491803
12/23/2015 05:00:00,0.255334174022698,979.965245901639,6.5458133669609,121.056885245901,75.0022950819672
12/23/2015 06:00:00,0.259621689785624,979.969344262295,6.55398486759142,120.821639344262,74.967213114754
12/23/2015 07:00:00,0.26390920554855,979.97344262295,6.56215636822194,120.586393442622,74.9321311475409
12/23/2015 08:00:00,0.268196721311475,979.977540983606,6.57032786885245,120.351147540983,74.8970491803278
12/23/2015 09:00:00,0.272484237074401,979.981639344262,6.57849936948297,120.115901639344,74.8619672131147
12/23/2015 10:00:00,0.276771752837326,979.985737704918,6.58667087011349,119.880655737704,74.8268852459016
12/23/2015 11:00:00,0.281059268600252,979.989836065573,6.59484237074401,119.645409836065,74.7918032786885
12/23/2015 12:00:00,0.285346784363178,979.993934426229,6.60301387137452,119.410163934426,74.7567213114754
12/23/2015 13:00:00,0.289634300126103,979.998032786885,6.61118537200504,119.174918032786,74.7216393442622
12/23/2015 14:00:00,0.293921815889029,980.002131147541,6.61935687263556,118.939672131147,74.6865573770491
12/23/2015 15:00:00,0.298209331651954,980.006229508196,6.62752837326607,118.704426229508,74.651475409836
12/23/2015 16:00:00,0.30249684741488,980.010327868852,6.63569987389659,118.469180327868,74.6163934426229
12/23/2015 17:00:00,0.306784363177806,980.014426229508,6.64387137452711,118.233934426229,74.5813114754098
12/23/2015 18:00:00,0.311071878940731,980.018524590164,6.65204287515763,117.99868852459,74.5462295081967
12/23/2015 19:00:00,0.315359394703657,980.022622950819,6.66021437578814,117.76344262295,74.5111475409836
12/23/2015 20:00:00,0.319646910466583,980.026721311475,6.66838587641866,117.528196721311,74.4760655737704
12/23/2015 21:00:00,0.323934426229508,980.030819672131,6.67655737704918,117.292950819672,74.4409836065573
12/23/2015 22:00:00,0.328221941992433,980.034918032786,6.68472887767969,117.057704918032,74.4059016393442
12/23/2015 23:00:00,0.332509457755359,980.039016393442,6.69290037831021,116.822459016393,74.3708196721311
12/24/2015 00:00:00,0.336796973518285,980.043114754098,6.70107187894073,116.587213114754,74.335737704918
12/24/2015 01:00:00,0.341084489281211,980.047213114754,6.70924337957124,116.351967213114,74.3006557377049
12/24/2015 02:00:00,0.345372005044136,980.051311475409,6.71741488020176,116.116721311475,74.2655737704918
12/24/2015 03:00:00,0.349659520807062,980.055409836065,6.72558638083228,115.881475409836,74.2304918032786
12/24/2015 04:00:00,0.353947036569987,980.059508196721,6.73375788146279,115.646229508196,74.1954098360655
12/24/2015 05:00:00,0.358234552332913,980.063606557377,6.74192938209331,115.410983606557,74.1603278688524
12/24/2015 06:00:00,0.362522068095839,980.067704918032,6.75010088272383,115.175737704918,74.1252459016393
12/24/2015 07:00:00,0.366809583858764,980.071803278688,6.75827238335435,114.940491803278,74.0901639344262
12/24/2015 08:00:00,0.37109709962169,980.075901639344,6.76644388398486,114.705245901639,74.0550819672131
12/24/2015 09:00:00,0.375384615384615,980.08,6.77461538461538,114.47,74.02
12/24/2015 10:00:00,0.379672131147541,980.084098360655,6.7827868852459,114.23475409836,73.9849180327868
12/24/2015 11:00:00,0.383959646910466,980.088196721311,6.79095838587641,113.999508196721,73.9498360655737
12/24/2015 12:00:00,0.388247162673392,980.092295081967,6.79912988650693,113.764262295081,73.9147540983606
12/24/2015 13:00:00,0.392534678436318,980.096393442623,6.80730138713745,113.529016393442,73.8796721311475
12/24/2015 14:00:00,0.396822194199243,980.100491803278,6.81547288776797,113.293770491803,73.8445901639344
12/24/2015 15:00:00,0.401109709962169,980.104590163934,6.82364438839848,113.058524590163,73.8095081967213
12/24/2015 16:00:00,0.405397225725094,980.10868852459,6.831815889029,112.823278688524,73.7744262295082
12/24/2015 17:00:00,0.40968474148802,980.112786885245,6.83998738965952,112.588032786885,73.739344262295
12/24/2015 18:00:00,0.413972257250946,980.116885245901,6.84815889029003,112.352786885245,73.7042622950819
12/24/2015 19:00:00,0.418259773013871,980.120983606557,6.85633039092055,112.117540983606,73.6691803278688
12/24/2015 20:00:00,0.422547288776797,980.125081967213,6.86450189155107,111.882295081967,73.6340983606557
12/24/2015 21:00:00,0.426834804539722,980.129180327868,6.87267339218158,111.647049180327,73.5990163934426
12/24/2015 22:00:00,0.431122320302648,980.133278688524,6.8808448928121,111.411803278688,73.5639344262295
12/24/2015 23:00:00,0.435409836065574,980.13737704918,6.88901639344262,111.176557377049,73.5288524590163
12/25/2015 00:00:00,0.439697351828499,980.141475409836,6.89718789407314,110.941311475409,73.4937704918032
12/25/2015 01:00:00,0.443984867591425,980.145573770491,6.90535939470365,110.70606557377,73.4586885245901
12/25/2015 02:00:00,0.44827238335435,980.149672131147,6.91353089533417,110.470819672131,73.423606557377
12/25/2015 03:00:00,0.452559899117276,980.153770491803,6.92170239596469,110.235573770491,73.3885245901639
12/25/2015 04:00:00,0.456847414880202,980.157868852459,6.9298738965952,110.000327868852,73.3534426229508
12/25/2015 05:00:00,0.461134930643127,980.161967213114,6.93804539722572,109.765081967213,73.3183606557377
12/25/2015 06:00:00,0.465422446406053,980.16606557377,6.94621689785624,109.529836065573,73.2832786885245
12/25/2015 07:00:00,0.469709962168979,980.170163934426,6.95438839848675,109.294590163934,73.2481967213114
12/25/2015 08:00:00,0.473997477931904,980.174262295082,6.96255989911727,109.059344262295,73.2131147540983
12/25/2015 09:00:00,0.478284993694829,980.178360655737,6.97073139974779,108.824098360655,73.1780327868852
12/25/2015 10:00:00,0.482572509457755,980.182459016393,6.97890290037831,108.588852459016,73.1429508196721
12/25/2015 11:00:00,0.486860025220681,980.186557377049,6.98707440100882,108.353606557377,73.107868852459
12/25/2015 12:00:00,0.491147540983607,980.190655737705,6.99524590163934,108.118360655737,73.0727868852459
12/25/2015 13:00:00,0.495435056746532,980.19475409836,7.00341740226986,107.883114754098,73.0377049180327
12/25/2015 14:00:00,0.499722572509458,980.198852459016,7.01158890290037,107.647868852459,73.0026229508196
12/25/2015 15:00:00,0.504010088272383,980.202950819672,7.01976040353089,107.412622950819,72.9675409836065
12/25/2015 16:00:00,0.508297604035309,980.207049180327,7.02793190416141,107.17737704918,72.9324590163934
12/25/2015 17:00:00,0.512585119798235,980.211147540983,7.03610340479192,106.942131147541,72.8973770491803
12/25/2015 18:00:00,0.51687263556116,980.215245901639,7.04427490542244,106.706885245901,72.8622950819672
12/25/2015 19:00:00,0.521160151324086,980.219344262295,7.05244640605296,106.471639344262,72.8272131147541
12/25/2015 20:00:00,0.525447667087011,980.22344262295,7.06061790668348,106.236393442622,72.7921311475409
